,avg_t, avg_t1, avg_t2, delta_t_t1, delta_t1_t2, in_sample_err, out_sample_err,alpha0,alpha1,alpha2,alpha3
0,601.631808663602,619.4636194628191,643.3299877202123,19.874922998182885,9.765142635165114,19.95170058920971,9.7989477077709,3.997055218843638e-19,-2.050875432737718e-10,0.7789953858397949,3990393.112101317
1,619.4636194628191,643.3299877202123,663.0979993335408,9.765142635165114,7.205915617422939,10.014296524605179,7.3822195186987525,-7.931411149709184e-18,4.4298111264905484e-09,0.3158350402021398,970210.6454877319
2,643.3299877202123,663.0979993335408,880.1136441880889,7.205915617422939,23.53799857871123,15.914598001898092,24.116228768888092,1.665723473177448e-18,-1.2182665554901265e-09,0.8059764273288902,-5063606.791747469
3,663.0979993335408,880.1136441880889,809.0202882712379,23.53799857871123,24.643272167594247,22.763867758007564,82.8145404145097,8.691164906159759e-18,-3.7064177411762024e-09,1.8869219000497623,-14716152.77649133
4,880.1136441880889,809.0202882712379,834.7928580239299,24.643272167594247,10.570486865045686,24.849945192951424,34.997019986146455,-2.1747686383914792e-18,2.285918991556041e-09,0.4041140518015869,8329213.142638548
5,809.0202882712379,834.7928580239299,846.9909773937761,10.570486865045686,20.184209923614933,26.534489501904186,12.485466528752804,2.2464103864353318e-20,-3.607294252813491e-10,0.7723139785971044,-8228353.625951669
6,834.7928580239299,846.9909773937761,878.0469313602213,20.184209923614933,9.583500218164144,13.140247773835496,15.049076556969164,2.1392256952793789e-19,-4.97337864455267e-10,0.7538645972822726,-4995101.26151712
7,846.9909773937761,878.0469313602213,961.8764866551662,9.583500218164144,13.25998976377518,15.383234679751165,15.751375853403118,7.249028148986296e-19,-1.9929141746994773e-10,0.4176278723832069,943892.1815902217
